FullCategoryName,UPC,Condition,Order_Type,Average Checked In per Day,Average Produced per Day,Average Sold per Day After Listing,Average Sold per Day,Sold Quantity,GAAP Sales,Sold Recovery % (Lowest Retail),Sold Recovery % (Anchor MSRP),Average Shipped per Day,Shipped Quantity,Shipped GAAP Sales
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.050505051,0.050505051,0.142857143,1.25,5,$5 ,12%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.050505051,0.050505051,0.1,1.25,5,$5 ,11%,14%,,,
Health & Beauty -> Home Health Care,6.81131E+11,New,B2BMarketplace,0.025,0.025,0.125,0.03125,2,$20 ,43%,43%,0.03125,2,$20 
Baby -> Diapers & Wipes,6.81131E+11,New,B2BMarketplace,0.06779661,0.06779661,0.307692308,0.086956522,4,$16 ,24%,23%,0.093023256,4,$16 
Automotive -> Automotive Accessories,6.81131E+11,New Damaged Box,B2BMarketplace,0.015873016,0.021505376,0.058823529,0.033898305,2,$14 ,20%,18%,0.035087719,2,$14 
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.031496063,0.031746032,0.036697248,0.363636364,4,$8 ,20%,20%,0.4,4,$8 
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.155555556,0.155555556,0.398373984,0.259259259,7,$14 ,16%,14%,0.28,7,$14 
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.083333333,0.083333333,0.153846154,0.181818182,2,$4 ,25%,29%,0.2,2,$4 
Office -> Office Supplies,6.81131E+11,New,B2BMarketplace,0.008264463,0.008264463,0.008547009,0.25,1,$6 ,9%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Other,6.81131E+11,New,B2BMarketplace,0.04040404,0.04040404,0.04432133,1,4,$12 ,30%,30%,,,
Electronics -> Cameras -> Accessories,6.81131E+11,New,B2BMarketplace,0.043478261,0.043478261,0.052631579,0.25,1,$9 ,30%,26%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.086956522,0.086956522,0.105263158,0.5,2,$2 ,14%,20%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.173076923,0.173076923,0.1875,2.25,9,$9 ,8%,7%,,,
Electronics -> Cellular Phones -> Accessories -> Other,6.81131E+11,New,B2BMarketplace,0.258823529,0.258823529,0.384126984,5.5,22,$22 ,10%,10%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.01010101,0.010752688,0.010526316,0.25,1,$1 ,12%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.02,0.02,0.02919708,0.5,2,$2 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,6.81131E+11,New,B2BMarketplace,0.01010101,0.01010101,0.010526316,0.25,1,$1 ,8%,8%,,,
Patio & Garden -> Grills & Outdoor Cooking,6.84678E+11,New,B2BMarketplace,0.015544041,0.026785714,0.017374517,0.142857143,3,$237 ,16%,16%,0.2,3,$237 
Patio & Garden -> Grills & Outdoor Cooking,6.84678E+11,New Damaged Box,B2BMarketplace,0.046632124,0.0625,0.053846154,0.5625,9,$711 ,13%,13%,0.636363636,7,$553 
Patio & Garden -> Outdoor Play,6.87064E+11,New,B2BMarketplace,0.015151515,0.015151515,0.029411765,0.03125,1,$100 ,42%,37%,0.033333333,1,$100 
Home -> Heating & Cooling -> Accessories,6.89122E+11,New,B2BMarketplace,0.066282421,0.119791667,0.483105023,0.2,23,"$2,530 ",37%,44%,0.214953271,23,"$2,530 "
"Sports, Fitness & Outdoors -> Cycling & Bicycles",6.90996E+11,New Damaged Box,B2BMarketplace,0.003367003,0.008928571,0.004098361,0.03125,1,$40 ,32%,32%,0.033333333,1,$40 
Health & Beauty -> Oral Care,6.92121E+11,New,B2BMarketplace,0.047120419,0.071428571,0.08871851,0.152542373,9,$54 ,22%,26%,0.155172414,9,$54 
Home -> Kitchen & Dining,6.932E+12,New,B2BMarketplace,0.019230769,0.019230769,0.2,0.021276596,1,$43 ,66%,61%,0.027777778,1,$43 
Electronics -> Video Games -> Games -> Microsoft,6.96055E+11,New,B2BMarketplace,0.158064516,0.388888889,0.310608021,0.426086957,49,$98 ,3%,3%,0.453703704,49,$98 
Electronics -> Video Games -> Games -> Microsoft,6.96055E+11,New,B2BMarketplace,0.145,0.23015873,0.593926554,0.23015873,29,$145 ,8%,8%,0.237704918,29,$145 
Electronics -> Video Games -> Games -> Microsoft,6.96055E+11,New,B2BMarketplace,0.15,0.15,1.285714286,0.169811321,9,$46 ,13%,13%,0.16,8,$41 
Electronics -> Video Games -> Games -> Nintendo,6.96055E+11,New,B2BMarketplace,0.2,0.2,0.861702128,0.321428571,9,$90 ,25%,17%,0.36,9,$90 
Electronics -> Video Games -> Games -> Nintendo,6.96055E+11,New,B2BMarketplace,0.036290323,0.071428571,0.102791878,0.07826087,9,$190 ,20%,31%,0.082568807,9,$190 
Electronics -> Video Games -> Games -> Microsoft,6.96055E+11,New,B2BMarketplace,0.039215686,0.039215686,0.072727273,0.5,2,$24 ,20%,30%,,,
Electronics -> Video Games -> Games -> Nintendo,6.96055E+11,New,B2BMarketplace,0.078787879,,0.373893805,0.1015625,13,$247 ,32%,48%,0.106557377,13,$247 
"Toys -> Boardgames, Puzzles & Building Blocks",7.00304E+11,New,B2BMarketplace,0.01734104,0.166666667,1,0.193548387,6,$60 ,28%,44%,0.206896552,6,$60 
Home -> Appliances -> Small Appliances -> Coffee & Beverage Machines -> Drip Brewers / Perculators,7.00446E+11,New,B2BMarketplace,0.010752688,0.010752688,0.05,0.01369863,1,$145 ,48%,48%,0.013888889,1,$145 
Home -> Kitchen & Dining,7.00522E+11,New,B2BMarketplace,0.002247191,0.004926108,0.003484321,0.006329114,1,$6 ,40%,40%,0.006329114,1,$6 
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers",7.00721E+11,New,B2BMarketplace,0.01754386,0.01754386,0.142857143,0.02,1,$40 ,67%,67%,0.020408163,1,$40 
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers",7.03114E+11,New,B2BMarketplace,0.085714286,0.085714286,0.236842105,0.140625,9,"$1,485 ",47%,47%,0.155172414,9,"$1,485 "
Toys -> Learning & Education -> Not Powered,7.08432E+11,New,B2BMarketplace,0.135135135,0.138888889,0.15625,1.25,5,$75 ,34%,31%,,,
Electronics -> Video Games -> Games -> Sony,7.10425E+11,New,B2BMarketplace,0.023809524,0.03968254,0.04587156,0.04950495,5,$5 ,3%,2%,0.056818182,5,$5 
Electronics -> Video Games -> Games -> Nintendo,7.10426E+11,New,B2BMarketplace,0.027027027,0.027027027,0.125,0.034482759,1,$5 ,25%,17%,0.034482759,1,$5 
Electronics -> Video Games -> Games -> Nintendo,7.10426E+11,New,B2BMarketplace,0.020833333,0.023809524,0.076923077,0.028571429,1,$15 ,25%,25%,0.033333333,1,$15 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.033333333,0.034482759,1,0.035714286,1,$4 ,20%,7%,0.045454545,1,$4 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.036363636,0.036363636,0.078431373,0.068965517,2,$10 ,7%,7%,0.086956522,2,$10 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.024390244,0.024390244,0.166666667,0.028571429,1,$5 ,25%,17%,0.033333333,1,$5 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.0125,0.012658228,0.076923077,0.014925373,1,$4 ,20%,16%,0.017241379,1,$4 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.097560976,0.097560976,0.290909091,0.114285714,4,$20 ,8%,8%,0.133333333,4,$20 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.02173913,0.023809524,0.104651163,0.023809524,3,$48 ,23%,18%,0.024590164,3,$48 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.094339623,0.095238095,2.272727273,0.098039216,10,$65 ,9%,22%,0.114942529,10,$65 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.05785124,0.058333333,0.859649123,0.060869565,7,$36 ,7%,7%,0.055045872,6,$30 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.176470588,0.18,0.405,0.5,9,$108 ,20%,40%,0.9,9,$108 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.2,0.2,1.32967033,0.20754717,11,$69 ,10%,31%,0.131578947,5,$27 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.048780488,0.048780488,0.333333333,0.057142857,2,$13 ,9%,26%,0.066666667,2,$13 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.129251701,0.150793651,0.827981651,0.18627451,19,$115 ,7%,25%,0.215909091,19,$115 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.048780488,0.049180328,0.168224299,0.081081081,6,$30 ,11%,8%,0.083333333,6,$30 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.009803922,0.009803922,0.020408163,0.018867925,1,$5 ,7%,7%,0.02,1,$5 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.023255814,0.023809524,0.142857143,0.028571429,1,$5 ,10%,8%,0.03125,1,$5 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.285714286,0.285714286,0.444444444,1,2,$10 ,8%,17%,,,
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.096774194,0.166666667,0.305825243,0.19266055,21,$105 ,10%,7%,0.205882353,21,$105 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.018518519,0.018518519,0.04,0.034482759,1,$3 ,4%,9%,0.043478261,1,$3 
Electronics -> Video Games -> Games -> Nintendo,7.10426E+11,New,B2BMarketplace,0.047619048,0.047619048,Infinity,0.047619048,1,$10 ,17%,33%,0.1,1,$10 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.035714286,0.035714286,0.444444444,0.037735849,2,$80 ,40%,40%,0.052631579,2,$80 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.083333333,0.083333333,0.6,0.107142857,3,$18 ,10%,20%,0.083333333,2,$10 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.173076923,0.173076923,2.025,0.176470588,9,$50 ,8%,14%,0.18,9,$50 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.057142857,0.057142857,0.307692308,0.068965517,2,$22 ,18%,37%,0.086956522,2,$22 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.015384615,0.015384615,0.083333333,0.018867925,1,$7 ,10%,20%,0.02,1,$7 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.047619048,0.047619048,0.285714286,0.057142857,2,$11 ,11%,14%,0.0625,2,$11 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.743902439,0.743902439,11.00887574,0.824324324,61,"$1,011 ",24%,40%,0.736111111,53,$859 
Electronics -> Video Games -> Games -> Sony,7.10426E+11,New,B2BMarketplace,0.016949153,0.058823529,0.01754386,0.5,1,$35 ,35%,35%,,,
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.235294118,0.235294118,0.666666667,0.363636364,4,$60 ,25%,75%,0.444444444,4,$60 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.066666667,0.066666667,1.470588235,0.074626866,5,$46 ,13%,37%,0.034482759,2,$10 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.018181818,0.018181818,0.222222222,0.01980198,2,$20 ,17%,33%,0.022727273,2,$20 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.026315789,0.026315789,0.4,0.029850746,2,$18 ,13%,26%,0.034482759,2,$18 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.078125,0.078125,0.961538462,0.080645161,5,$77 ,26%,26%,0.06779661,4,$60 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.1,0.1,0.833333333,0.119047619,5,$79 ,23%,40%,0.135135135,5,$79 
Electronics -> Video Games -> Games -> Microsoft,7.10426E+11,New,B2BMarketplace,0.0625,0.0625,0.142857143,0.111111111,1,$30 ,30%,30%,0.333333333,1,$30 
Electronics -> Video Games -> Games -> Sony,7.10535E+11,New,B2BMarketplace,0.079365079,0.079365079,0.438596491,0.094339623,5,$23 ,12%,23%,0.1,5,$23 
Electronics -> Video Games -> Games -> Microsoft,7.10535E+11,New,B2BMarketplace,0.051724138,0.052631579,0.1875,0.085714286,3,$15 ,31%,25%,0.09375,3,$15 
Health & Beauty -> Vision & Optical,7.11533E+11,New,B2BMarketplace,0.03968254,0.041322314,0.095419847,0.078740157,10,"$1,190 ",47%,47%,0.080645161,10,"$1,190 "
Health & Beauty -> Vision & Optical,7.11534E+11,New,B2BMarketplace,0.004032258,0.004132231,0.004201681,0.25,1,$50 ,20%,20%,0.5,1,$50 
Health & Beauty -> Vision & Optical,7.11534E+11,New,B2BMarketplace,0.004065041,0.004201681,0.004273504,0.25,1,$50 ,21%,21%,0.5,1,$50 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.125,0.125,1.454545455,0.150943396,8,$34 ,24%,21%,0.04,2,$10 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.015625,0.015873016,0.090909091,0.018867925,1,$10 ,17%,17%,0.02,1,$10 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.0625,0.0625,0.571428571,0.078431373,4,$32 ,13%,13%,0.08,4,$32 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.109090909,0.109090909,0.923076923,0.113207547,6,$74 ,18%,16%,0.06,3,$17 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.03125,0.031746032,0.181818182,0.037735849,2,$10 ,7%,7%,0.04,2,$10 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.015625,0.015873016,0.090909091,0.018867925,1,$5 ,7%,7%,0.02,1,$5 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.036363636,0.036363636,1,0.037735849,2,$10 ,7%,7%,0.04,2,$10 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.069565217,0.069565217,2.064516129,0.074074074,8,$52 ,13%,13%,0.079207921,8,$52 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.090909091,0.090909091,0.609756098,0.094339623,5,$25 ,8%,8%,0.1,5,$25 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New Damaged Box,B2BMarketplace,0.023809524,0.027027027,0.066666667,0.045454545,1,$25 ,42%,42%,0.058823529,1,$25 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.138888889,0.138888889,1.351351351,0.149253731,10,$57 ,11%,11%,0.136363636,9,$52 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.480769231,0.480769231,7.8125,0.490196078,25,$270 ,22%,18%,0.24,12,$91 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.142857143,0.142857143,0.571428571,0.222222222,2,$19 ,19%,19%,0.285714286,2,$19 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.067961165,0.067961165,0.556818182,0.088607595,7,$80 ,17%,23%,0.098591549,7,$80 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.022727273,0.023255814,0.125,0.028571429,1,$12 ,17%,17%,0.033333333,1,$12 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.141176471,0.3,1.230769231,0.342857143,12,$298 ,35%,36%,0.3125,10,$234 
Electronics -> Video Games -> Games -> Sony,7.1172E+11,New,B2BMarketplace,0.066666667,0.066666667,0.166666667,0.111111111,1,$12 ,24%,24%,0.333333333,1,$12 
Movies & TV Media -> DVD Discs,7.17951E+11,New,B2BMarketplace,0.008196721,0.008196721,0.027027027,0.011764706,1,$7 ,81%,140%,0.0125,1,$7 
Health & Beauty -> Fragrances,7.19346E+11,New,B2BMarketplace,0.125,0.125,0.4,0.181818182,2,$18 ,31%,35%,,,
Health & Beauty -> Fragrances,7.19346E+11,New,B2BMarketplace,0.152173913,0.222222222,0.219116825,0.608695652,28,$84 ,12%,8%,0.651162791,28,$84 
Health & Beauty -> Fragrances,7.19346E+11,New,B2BMarketplace,0.090909091,0.090909091,0.181818182,0.181818182,2,$30 ,30%,30%,,,
Health & Beauty -> Fragrances,7.19346E+11,New,B2BMarketplace,0.007142857,0.007936508,0.034482759,0.009009009,1,$18 ,37%,60%,0.009090909,1,$18 
Health & Beauty -> Fragrances,7.19346E+11,New,B2BMarketplace,0.303030303,0.555555556,1.036379019,0.648148148,70,"$1,190 ",26%,46%,0.660377358,70,"$1,190 "
Health & Beauty -> Fragrances,7.19346E+11,New,B2BMarketplace,0.044692737,0.333333333,0.053024027,1.142857143,8,$59 ,18%,20%,4,8,$59 
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.108108108,0.111111111,0.842105263,0.129032258,4,$20 ,20%,8%,0.173913043,4,$20 
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.098425197,0.198412698,0.490196078,0.245098039,25,$165 ,11%,17%,0.284090909,25,$165 
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.352941176,0.352941176,0.537313433,3,6,$30 ,8%,8%,,,
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.00952381,0.00952381,0.333333333,0.009803922,1,$13 ,69%,43%,0.011363636,1,$13 
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.142857143,0.142857143,0.166666667,1,2,$36 ,30%,30%,,,
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.017857143,0.017857143,0.333333333,0.018867925,1,$5 ,17%,25%,0.026315789,1,$5 
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.025,0.025,0.111111111,0.032258065,1,$5 ,10%,10%,0.043478261,1,$5 
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.146341463,0.146341463,1.161290323,0.206896552,6,$54 ,14%,14%,0.173913043,4,$36 
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.080508475,0.150793651,0.263311451,0.174311927,19,$182 ,24%,32%,0.166666667,17,$170 
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.057142857,0.057142857,0.25,0.068965517,2,$35 ,35%,29%,0.043478261,1,$20 
Electronics -> Video Games -> Games -> Sony,7.22674E+11,New,B2BMarketplace,0.108108108,0.108108108,0.666666667,0.129032258,4,$56 ,23%,35%,0.137931034,4,$56 
Electronics -> Video Games -> Games -> Microsoft,7.22674E+11,New,B2BMarketplace,0.114285714,0.114285714,0.551724138,0.137931034,4,$84 ,53%,35%,0.173913043,4,$84 
Electronics -> Video Games -> Games -> Microsoft,7.22674E+11,New,B2BMarketplace,0.051886792,0.087301587,0.121,0.148648649,11,$55 ,17%,25%,0.152777778,11,$55 
Electronics -> Video Games -> Games -> Nintendo,7.22675E+11,New,B2BMarketplace,0.007692308,0.007751938,0.0625,0.008849558,1,$5 ,8%,8%,0.009174312,1,$5 
Electronics -> Video Games -> Games -> Nintendo,7.22675E+11,New,B2BMarketplace,0.12,0.125,0.5625,0.166666667,3,$36 ,40%,35%,0.1,1,$10 
Electronics -> Video Games -> Games -> Nintendo,7.22675E+11,New,B2BMarketplace,0.507142857,0.563492063,4.349439172,0.696078431,71,$568 ,14%,20%,0.71,71,$568 
Electronics -> Video Games -> Games -> Nintendo,7.22675E+11,New,B2BMarketplace,0.071428571,0.071428571,0.083333333,0.5,1,$6 ,23%,30%,,,
Electronics -> Video Games -> Games -> Nintendo,7.22675E+11,New,B2BMarketplace,0.251141553,0.436507937,0.719895288,0.47826087,55,$275 ,7%,7%,0.504587156,55,$275 
Electronics -> Video Games -> Games -> Nintendo,7.22675E+11,New,B2BMarketplace,0.117647059,0.117647059,0.285714286,0.181818182,2,$19 ,23%,48%,0.222222222,2,$19 
Electronics -> Video Games -> Games -> Nintendo,7.22675E+11,New,B2BMarketplace,0.142857143,0.142857143,0.2,0.5,1,$4 ,13%,20%,,,
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",7.25185E+11,New,B2BMarketplace,0.054166667,0.103174603,0.160189573,0.128712871,13,$234 ,25%,35%,0.149425287,13,$234 
"Toys -> Boardgames, Puzzles & Building Blocks",7.28193E+11,New,B2BMarketplace,0.08988764,0.126984127,0.362606232,0.137931034,16,$32 ,40%,40%,0.139130435,16,$32 
Toys -> Action Figures,7.28193E+11,New,B2BMarketplace,0.08988764,0.126984127,0.259371834,0.153846154,16,$64 ,33%,80%,0.156862745,16,$64 
"Toys -> Vehicles, Trains & RC",7.29809E+11,New,B2BMarketplace,0.017857143,0.017857143,0.035714286,0.035714286,1,$8 ,43%,41%,0.043478261,1,$8 
Electronics -> Video Games -> Games -> Nintendo,7.30865E+11,New,B2BMarketplace,0.045045045,0.045045045,2.083333333,0.046296296,5,$50 ,20%,17%,0.049019608,5,$50 
Home -> Storage & Organization,7.31161E+11,New Damaged Box,B2BMarketplace,0.010416667,0.017857143,0.014388489,0.037735849,2,$20 ,7%,7%,0.044444444,2,$20 
Health & Beauty -> Fragrances,7.34003E+12,New,B2BMarketplace,0.010050251,0.015873016,0.017621145,0.023529412,2,$190 ,104%,115%,0.055555556,2,$190 
Electronics -> Computers -> Computer Software -> Games,7.34113E+11,New,B2BMarketplace,0.049180328,0.049180328,0.327272727,0.059405941,6,$6 ,10%,10%,0.06,6,$6 
Baby -> Health & Safety,7.35078E+11,New,B2BMarketplace,0.007142857,0.007936508,0.023255814,0.010309278,1,$99 ,55%,55%,0.011627907,1,$99 
Home -> Heating & Cooling -> Air Conditioners,7.35541E+11,New,B2BMarketplace,0.006097561,0.007936508,0.010752688,0.014084507,1,$17 ,21%,21%,0.014925373,1,$17 
"Home -> Bedding -> Blankets, Throws & Quilts",7.35732E+11,New,B2BMarketplace,0.006666667,0.007936508,0.02173913,0.009615385,1,$17 ,43%,43%,0.009803922,1,$17 
Electronics -> Video Games -> Accessories -> Batteries & Chargers,7.43841E+11,New,B2BMarketplace,0.018404908,0.023809524,0.033707865,0.040540541,3,$12 ,16%,20%,0.040540541,3,$12 
Electronics -> Video Games -> Accessories -> Batteries & Chargers,7.43841E+11,New,B2BMarketplace,0.061728395,0.061728395,0.581395349,0.073529412,10,$56 ,26%,26%,0.074074074,10,$56 
Home -> Kitchen & Dining,7.44539E+11,New,B2BMarketplace,0.813953488,0.833333333,2.333333333,1.25,105,$420 ,31%,20%,1.296296296,105,$420 
Electronics -> Video Games -> Games -> Microsoft,7.4576E+11,New,B2BMarketplace,0.083333333,0.083333333,0.1,0.5,1,$6 ,15%,30%,,,
Electronics -> GPS & Navigation -> GPS Accessories,7.45884E+11,New,B2BMarketplace,0.670588235,0.658823529,4.076537014,0.890625,57,$114 ,15%,15%,1,57,$114 
Electronics -> Cellular Phones -> Accessories -> Other,7.45884E+11,New,B2BMarketplace,0.038461538,0.038461538,0.166666667,0.05,2,$10 ,28%,28%,0.054054054,2,$10 
Electronics -> Cellular Phones -> Accessories -> Other,7.45884E+11,New,B2BMarketplace,0.017857143,0.017857143,0.034482759,0.037037037,1,$12 ,30%,33%,0.045454545,1,$12 
